time_years,cumulative_log_growth,mean_megno,relative_energy_error
2.2982956351e+07,1.8053610133e+01,2.0449412815e+00,5.968740e-07
2.3207677950e+07,1.8252137554e+01,2.0453018974e+00,5.971864e-07
2.3392399150e+07,1.8113699905e+01,2.0456125458e+00,6.478997e-07
2.3617120749e+07,1.8021959113e+01,2.0458926757e+00,6.172483e-07
2.3801841948e+07,1.8159262521e+01,2.0461420571e+00,8.326867e-07
2.3986563147e+07,1.8301118993e+01,2.0463502737e+00,2.160673e-07
2.4211284747e+07,1.8183323397e+01,2.0466194347e+00,4.367815e-07
2.4396005946e+07,1.8113441415e+01,2.0468115195e+00,8.673331e-07
2.4580727545e+07,1.8158858914e+01,2.0469372986e+00,6.567697e-07
2.4805448744e+07,1.7986700254e+01,2.0470156860e+00,7.114067e-07
2.4990170344e+07,1.8177893240e+01,2.0470896589e+00,6.074673e-07
2.5214891543e+07,1.8110562698e+01,2.0470418043e+00,6.206256e-07
2.5399612742e+07,1.8205377356e+01,2.0469485084e+00,6.265700e-07
2.5584334341e+07,1.8198204665e+01,2.0469226582e+00,7.768778e-07
2.5809055541e+07,1.8056290678e+01,2.0467590524e+00,7.140185e-07
2.5993777140e+07,1.8194410716e+01,2.0466089476e+00,4.962768e-07
2.6218498339e+07,1.8314926553e+01,2.0464986449e+00,9.462859e-07
2.6403219538e+07,1.8018412701e+01,2.0463643946e+00,9.331454e-07
2.6587941138e+07,1.8184198956e+01,2.0462262320e+00,7.282185e-07
2.6812662337e+07,1.8257365616e+01,2.0460664655e+00,7.507803e-07
2.6997383936e+07,1.8370675351e+01,2.0459358303e+00,5.996155e-07
2.7182105136e+07,1.8308169200e+01,2.0458096000e+00,6.046692e-07
2.7406826335e+07,1.8172038491e+01,2.0455758671e+00,5.999222e-07
2.7591547934e+07,1.8202471743e+01,2.0453411974e+00,7.258653e-07
2.7816269133e+07,1.8397119450e+01,2.0450835706e+00,7.068760e-07
2.8000990732e+07,1.8307831549e+01,2.0448962906e+00,1.021417e-06
2.8185711932e+07,1.8236320379e+01,2.0446418527e+00,7.950979e-07
2.8410433131e+07,1.8360007313e+01,2.0443389525e+00,2.119153e-07
2.8595154730e+07,1.8166231113e+01,2.0440706828e+00,7.425063e-07
2.8819875929e+07,1.8246673364e+01,2.0437291767e+00,8.076635e-07
2.9004597529e+07,1.8332054771e+01,2.0434447645e+00,6.376008e-07
2.9189318728e+07,1.8208389478e+01,2.0431189921e+00,6.096399e-07
2.9414039927e+07,1.8294713116e+01,2.0427708473e+00,5.918197e-07
2.9598761527e+07,1.8229933423e+01,2.0424917029e+00,6.882459e-07
2.9783482726e+07,1.8250086572e+01,2.0421925055e+00,9.476806e-07
3.0008204325e+07,1.8422612498e+01,2.0418893666e+00,8.627209e-07
3.0192925524e+07,1.8195155698e+01,2.0416648200e+00,2.374112e-07
3.0417646723e+07,1.8206828086e+01,2.0413912657e+00,9.087048e-08
3.0602368323e+07,1.8458695684e+01,2.0411929360e+00,8.791131e-07
3.0787089522e+07,1.8512580907e+01,2.0410674674e+00,6.178074e-07
3.1011811121e+07,1.8285814215e+01,2.0408814805e+00,6.535141e-07
3.1196532321e+07,1.8297861214e+01,2.0406948265e+00,5.906459e-07
3.1381253520e+07,1.8280327833e+01,2.0405142318e+00,7.028687e-07
3.1605975119e+07,1.8478897034e+01,2.0402762962e+00,6.623777e-07
3.1790696318e+07,1.8374194381e+01,2.0400845128e+00,8.659025e-07
3.2015417917e+07,1.8236726279e+01,2.0398174014e+00,7.951945e-07
3.2200139117e+07,1.8455378605e+01,2.0395690762e+00,3.207586e-07
3.2384860316e+07,1.8339672093e+01,2.0393216719e+00,8.519296e-07
3.2609581915e+07,1.8289968479e+01,2.0390353295e+00,9.242258e-07
3.2794303115e+07,1.8373608248e+01,2.0387649119e+00,6.547854e-07
3.3019024714e+07,1.8430925517e+01,2.0384252946e+00,6.906781e-07
3.3203745913e+07,1.8439734560e+01,2.0381773312e+00,5.935711e-07
3.3388467112e+07,1.8308838434e+01,2.0378970339e+00,6.461661e-07
3.3613188713e+07,1.8337066045e+01,2.0375583765e+00,6.235515e-07
3.3797909915e+07,1.8514996622e+01,2.0373115045e+00,7.954415e-07
3.3982631518e+07,1.8396074353e+01,2.0370557891e+00,1.377660e-07
3.4207352721e+07,1.8202023613e+01,2.0367591722e+00,7.638534e-07
3.4392073924e+07,1.8508098230e+01,2.0365302176e+00,8.920984e-07
3.4616795528e+07,1.8587468084e+01,2.0362842632e+00,7.793510e-07
3.4801516730e+07,1.8345603366e+01,2.0361031728e+00,6.921018e-07
3.4986237933e+07,1.8425241522e+01,2.0359118302e+00,6.056583e-07
3.5210959536e+07,1.8441433428e+01,2.0356992264e+00,6.301119e-07
3.5395680739e+07,1.8577994221e+01,2.0355907905e+00,6.214335e-07
3.5580402342e+07,1.8512652658e+01,2.0354913774e+00,7.547956e-07
3.5805123545e+07,1.8420324409e+01,2.0353783443e+00,6.899103e-07
3.5989844748e+07,1.8498478211e+01,2.0353259519e+00,5.989258e-07
3.6214566351e+07,1.8686834571e+01,2.0352508160e+00,9.218525e-07
3.6399287554e+07,1.8483349928e+01,2.0352059069e+00,6.985334e-07
3.6584009157e+07,1.8482395258e+01,2.0351332377e+00,7.545628e-07
3.6808730360e+07,1.8614581476e+01,2.0349993190e+00,8.193723e-07
3.6993451563e+07,1.8547512786e+01,2.0349200636e+00,6.310146e-07
3.7218173166e+07,1.8498272422e+01,2.0348084662e+00,6.479997e-07
3.7402894369e+07,1.8517548260e+01,2.0346793343e+00,5.923909e-07
3.7587615972e+07,1.8626229125e+01,2.0345698330e+00,6.777858e-07
3.7812337175e+07,1.8592579667e+01,2.0344270041e+00,6.612977e-07
3.7997058378e+07,1.8430105524e+01,2.0342620634e+00,1.010829e-06
3.8181779981e+07,1.8619356419e+01,2.0341073594e+00,4.184213e-07
3.8406501184e+07,1.8725524725e+01,2.0339229563e+00,2.366168e-07
3.8591222787e+07,1.8469355277e+01,2.0337105087e+00,8.074001e-07
3.8815943990e+07,1.8466912140e+01,2.0334258301e+00,8.677593e-07
3.9000665193e+07,1.8690109286e+01,2.0331654993e+00,6.499315e-07
3.9185386796e+07,1.8615268925e+01,2.0328852289e+00,5.957415e-07
3.9410107999e+07,1.8563412751e+01,2.0325103258e+00,5.975781e-07
3.9594829202e+07,1.8560650708e+01,2.0321718224e+00,6.661896e-07
3.9819550805e+07,1.8597856140e+01,2.0317138304e+00,6.163824e-07
4.0004272008e+07,1.8774527412e+01,2.0313331486e+00,8.098857e-07
4.0188993611e+07,1.8590604464e+01,2.0309292866e+00,2.382078e-07
4.0413714814e+07,1.8537531423e+01,2.0303976379e+00,2.714146e-07
4.0598436017e+07,1.8786880283e+01,2.0299705321e+00,8.853121e-07
4.0783157619e+07,1.8657522880e+01,2.0295267094e+00,6.543861e-07
4.1007878823e+07,1.8572406776e+01,2.0289802697e+00,6.802949e-07
4.1192600426e+07,1.8666823480e+01,2.0285548905e+00,5.841113e-07
4.1417321629e+07,1.8670777838e+01,2.0280373875e+00,5.968400e-07
4.1602042832e+07,1.8730284023e+01,2.0276276952e+00,6.502589e-07
4.1786764434e+07,1.8661010450e+01,2.0272740868e+00,8.181550e-07
4.2011485638e+07,1.8565430584e+01,2.0268526577e+00,7.828231e-07
4.2196207241e+07,1.8796462976e+01,2.0265370174e+00,2.436792e-07
4.2380928443e+07,1.8759045217e+01,2.0262807049e+00,9.605555e-07
4.2605649647e+07,1.8639698034e+01,2.0260143500e+00,9.870046e-07
4.2790371249e+07,1.8726806536e+01,2.0258258853e+00,6.752359e-07
4.3015092453e+07,1.8686974380e+01,2.0256641038e+00,7.145852e-07
4.3199814055e+07,1.8801518837e+01,2.0255814401e+00,5.919191e-07
4.3384535258e+07,1.8743960260e+01,2.0255668422e+00,6.339002e-07
4.3609256462e+07,1.8638446247e+01,2.0255870293e+00,6.197856e-07
4.3793978064e+07,1.8769386846e+01,2.0256411855e+00,7.781126e-07
4.4018699268e+07,1.9000390599e+01,2.0257810738e+00,7.349618e-07
4.4203420470e+07,1.8539597762e+01,2.0259868794e+00,8.840449e-07
4.4388142073e+07,1.8844176884e+01,2.0261933815e+00,8.932787e-07
4.4612863277e+07,1.9066550297e+01,2.0265441433e+00,7.796676e-07
4.4797584879e+07,1.8661453513e+01,2.0269444270e+00,6.993060e-07
4.4982306082e+07,1.8912456716e+01,2.0273467256e+00,5.823655e-07
4.5207027285e+07,1.8728793513e+01,2.0279395735e+00,6.151726e-07
4.5391748888e+07,1.8934141844e+01,2.0285247067e+00,6.175702e-07
4.5616470092e+07,1.8795232206e+01,2.0292868455e+00,6.021377e-07
4.5801191694e+07,1.8704634136e+01,2.0299804158e+00,7.026813e-07
4.5985912897e+07,1.8902793259e+01,2.0307058339e+00,8.277955e-07
4.6210634100e+07,1.9167608663e+01,2.0316863886e+00,8.945825e-07
4.6395355703e+07,1.8572191885e+01,2.0325218479e+00,6.637990e-07
4.6580076906e+07,1.8898635123e+01,2.0333605851e+00,7.381662e-07
4.6804798509e+07,1.9046014120e+01,2.0344095780e+00,8.703900e-07
4.6989519712e+07,1.8942103628e+01,2.0353642959e+00,6.323325e-07
4.7214240915e+07,1.8695742369e+01,2.0364822909e+00,6.352208e-07
4.7398962518e+07,1.8987579967e+01,2.0374179668e+00,5.820470e-07
4.7583683721e+07,1.8779270251e+01,2.0383374104e+00,6.872946e-07
4.7808405324e+07,1.9307893234e+01,2.0394569658e+00,6.608297e-07
4.7993126527e+07,1.8816930090e+01,2.0402854490e+00,9.248363e-07
4.8217847730e+07,1.8781914909e+01,2.0412612417e+00,8.381975e-07
4.8402569333e+07,1.9208951521e+01,2.0421025263e+00,1.884168e-07
4.8587290536e+07,1.8779898821e+01,2.0428813944e+00,8.415152e-07
4.8812011739e+07,1.8680349390e+01,2.0438533299e+00,8.611960e-07
4.8996733342e+07,1.9302202383e+01,2.0446491271e+00,6.574959e-07
4.9181454545e+07,1.8824607201e+01,2.0454975250e+00,5.994790e-07
4.9406176148e+07,1.9029809305e+01,2.0465086114e+00,6.113802e-07
4.9590897351e+07,1.8722362501e+01,2.0473458858e+00,6.556208e-07
4.9815618554e+07,1.9131823911e+01,2.0484230068e+00,6.153496e-07
5.0000340157e+07,1.9049164196e+01,2.0493511544e+00,7.580059e-07
5.0185061360e+07,1.8857924089e+01,2.0502325901e+00,1.238001e-07
5.0409782963e+07,1.8656491605e+01,2.0513593128e+00,4.347247e-07
5.0594504166e+07,1.9377479892e+01,2.0523122640e+00,8.798124e-07
5.0819225369e+07,1.8775458190e+01,2.0535062024e+00,8.839627e-07
5.1003946972e+07,1.9006266749e+01,2.0544732786e+00,7.268509e-07
5.1188668175e+07,1.8889274222e+01,2.0554642241e+00,6.030755e-07
5.1413389778e+07,1.9071913544e+01,2.0566069855e+00,6.171568e-07
5.1598110981e+07,1.8893239516e+01,2.0575367222e+00,6.147446e-07
5.1782832183e+07,1.8916670488e+01,2.0584003467e+00,7.668594e-07
5.2007553787e+07,1.9048915809e+01,2.0594182465e+00,7.048966e-07
5.2192274989e+07,1.9009599318e+01,2.0602309447e+00,5.436616e-08
5.2416996593e+07,1.8971148426e+01,2.0611791052e+00,1.014047e-06
5.2601717796e+07,1.8993585666e+01,2.0618769277e+00,8.533011e-07
5.2786438998e+07,1.9228281921e+01,2.0625732269e+00,7.092981e-07
5.3011160602e+07,1.8918044249e+01,2.0632611924e+00,7.809977e-07
5.3195881804e+07,1.8875691485e+01,2.0637617114e+00,6.162703e-07
5.3380603007e+07,1.9160700341e+01,2.0641976742e+00,6.215089e-07
5.3605324611e+07,1.9070549317e+01,2.0646743431e+00,5.874559e-07
5.3790045813e+07,1.8990646455e+01,2.0649596974e+00,7.496431e-07
5.4014767417e+07,1.9069743651e+01,2.0652327636e+00,6.938815e-07
5.4199488619e+07,1.8914877550e+01,2.0653713141e+00,1.004640e-06
5.4384209822e+07,1.9201389200e+01,2.0654937879e+00,8.215706e-07
5.4608931426e+07,1.9002082129e+01,2.0655426907e+00,3.085516e-07
5.4793652628e+07,1.8832927518e+01,2.0655295751e+00,7.485830e-07
5.5018374232e+07,1.9046475376e+01,2.0654735017e+00,9.116704e-07
5.5203095434e+07,1.9031434968e+01,2.0654291660e+00,6.246256e-07
5.5387816637e+07,1.8915091088e+01,2.0653259569e+00,6.035910e-07
5.5612538240e+07,1.9017091782e+01,2.0651471471e+00,5.898490e-07
5.5797259443e+07,1.8889596774e+01,2.0650050179e+00,7.191654e-07
5.5981981046e+07,1.9043716088e+01,2.0647987478e+00,9.331345e-07
5.6206702249e+07,1.9065885293e+01,2.0645408365e+00,8.670103e-07
5.6391423452e+07,1.8917100366e+01,2.0643292427e+00,6.797697e-07
5.6616145055e+07,1.8949593852e+01,2.0640146155e+00,4.916121e-07
5.6800866258e+07,1.9059378439e+01,2.0637326585e+00,9.263210e-07
5.6985587861e+07,1.8925139271e+01,2.0634347451e+00,6.297756e-07
5.7210309064e+07,1.9054798506e+01,2.0630588071e+00,6.451616e-07
5.7395030267e+07,1.8991080781e+01,2.0627405340e+00,5.781128e-07
5.7619751870e+07,1.8957762653e+01,2.0623191770e+00,5.853246e-07
5.7804473073e+07,1.8988583376e+01,2.0619502863e+00,6.602407e-07
5.7989194276e+07,1.8861226773e+01,2.0615914393e+00,9.056293e-07
5.8213915879e+07,1.9061576422e+01,2.0611401405e+00,8.338026e-07
5.8398637082e+07,1.9055750688e+01,2.0607403097e+00,3.819036e-07
5.8583358685e+07,1.8882268637e+01,2.0603465111e+00,9.417036e-07
5.8808079888e+07,1.8989517177e+01,2.0598519095e+00,9.171602e-07
5.8992801091e+07,1.9034324524e+01,2.0594478326e+00,6.414444e-07
5.9217522694e+07,1.9010692778e+01,2.0589527561e+00,6.953180e-07
5.9402243897e+07,1.9029179893e+01,2.0585331531e+00,5.987000e-07
5.9586965500e+07,1.8912591147e+01,2.0581212980e+00,6.578164e-07
5.9811686703e+07,1.8939157546e+01,2.0576170461e+00,6.235137e-07
5.9996407906e+07,1.9145881384e+01,2.0571931123e+00,7.910461e-07
6.0181129509e+07,1.8880646416e+01,2.0567774902e+00,7.942144e-08
6.0405850712e+07,1.8899045814e+01,2.0562694740e+00,5.961142e-07
6.0590572315e+07,1.9098818124e+01,2.0558418935e+00,8.946797e-07
6.0815293518e+07,1.9007329151e+01,2.0553333369e+00,8.360878e-07
6.1000014721e+07,1.8964936894e+01,2.0549250447e+00,7.278921e-07
6.1184736323e+07,1.9012276472e+01,2.0545022361e+00,6.054799e-07
6.1409457527e+07,1.9041776018e+01,2.0539987213e+00,6.120717e-07
6.1594179130e+07,1.9079953623e+01,2.0535922453e+00,6.152818e-07
6.1818900333e+07,1.9044629002e+01,2.0530904959e+00,6.008907e-07
6.2003621536e+07,1.9003454812e+01,2.0526886018e+00,7.153282e-07
6.2188343138e+07,1.9113780222e+01,2.0522957215e+00,7.567078e-07
6.2413064342e+07,1.9045852414e+01,2.0518187215e+00,9.466291e-07
6.2597785545e+07,1.8911814654e+01,2.0514397054e+00,8.295227e-07
6.2782507147e+07,1.9109475747e+01,2.0510628883e+00,7.323663e-07
6.3007228351e+07,1.9026836634e+01,2.0506051423e+00,7.978361e-07
6.3191949953e+07,1.9049499499e+01,2.0502494873e+00,6.332916e-07
6.3416671157e+07,1.9091380967e+01,2.0498130803e+00,6.454649e-07
6.3601392359e+07,1.9086258455e+01,2.0494599411e+00,5.950013e-07
6.3786113962e+07,1.9129393067e+01,2.0491273512e+00,6.953657e-07
6.4010835166e+07,1.9088624108e+01,2.0487206803e+00,6.750914e-07
6.4195556768e+07,1.9010170097e+01,2.0483902825e+00,9.402010e-07
6.4380277971e+07,1.9158757199e+01,2.0480815243e+00,5.457375e-07
6.4604999174e+07,1.9167218499e+01,2.0476958708e+00,1.052037e-07
6.4789720777e+07,1.8933864816e+01,2.0473832297e+00,8.078080e-07
6.5014441981e+07,1.9143620940e+01,2.0470210302e+00,8.607305e-07
6.5199163583e+07,1.9195562136e+01,2.0467219362e+00,6.605721e-07
6.5383884786e+07,1.9118850943e+01,2.0464223549e+00,5.985279e-07
6.5608605989e+07,1.9089092601e+01,2.0460612122e+00,6.004283e-07
6.5793327592e+07,1.9101820045e+01,2.0457557607e+00,6.745472e-07
6.6018048796e+07,1.9253422574e+01,2.0453899819e+00,6.271443e-07
6.6202770398e+07,1.9162886663e+01,2.0450954295e+00,7.885736e-07
6.6387491601e+07,1.9043517757e+01,2.0447871899e+00,5.966918e-08
6.6612212804e+07,1.9164795245e+01,2.0444215010e+00,3.794826e-07
6.6796934407e+07,1.9247266063e+01,2.0441286906e+00,9.682499e-07
6.6981655610e+07,1.9103258582e+01,2.0438273776e+00,6.485377e-07
6.7206376813e+07,1.9126438564e+01,2.0434698537e+00,6.840020e-07
6.7391098416e+07,1.9174489021e+01,2.0431841309e+00,5.852373e-07
6.7615819619e+07,1.9118235274e+01,2.0428305402e+00,5.794503e-07
6.7800541222e+07,1.9232737413e+01,2.0425506232e+00,6.227448e-07
6.7985262425e+07,1.9047986765e+01,2.0422783835e+00,8.330990e-07
6.8209983628e+07,1.9175023027e+01,2.0419515161e+00,8.317198e-07
6.8394705231e+07,1.9297655808e+01,2.0416986306e+00,2.684594e-07
6.8619426434e+07,1.9100735453e+01,2.0414004122e+00,9.631090e-07
6.8804148037e+07,1.9129468285e+01,2.0411528011e+00,9.098206e-07
6.8988869240e+07,1.9236528969e+01,2.0409213811e+00,6.671114e-07
6.9213590443e+07,1.9191860349e+01,2.0406388273e+00,7.220440e-07
6.9398312046e+07,1.9142811449e+01,2.0404029935e+00,5.916557e-07
6.9583033249e+07,1.9166286921e+01,2.0401802136e+00,6.425670e-07
6.9807754852e+07,1.9167730578e+01,2.0399025681e+00,6.055396e-07
6.9992476055e+07,1.9285367216e+01,2.0396711830e+00,8.088256e-07
7.0217197258e+07,1.9099354575e+01,2.0393972838e+00,7.303644e-07
7.0401918861e+07,1.9123448623e+01,2.0391665200e+00,9.100443e-07
7.0586640064e+07,1.9300830892e+01,2.0389330845e+00,9.500043e-07
7.0811361667e+07,1.9119907931e+01,2.0386601517e+00,8.335842e-07
7.0996082870e+07,1.9180043450e+01,2.0384308670e+00,7.568106e-07
7.1180804072e+07,1.9203713280e+01,2.0382096388e+00,5.899998e-07
7.1405525676e+07,1.9185682540e+01,2.0379522917e+00,6.091712e-07
7.1590246879e+07,1.9209462944e+01,2.0377392189e+00,6.086744e-07
7.1814968082e+07,1.9213666997e+01,2.0374929783e+00,5.979125e-07
7.1999689685e+07,1.9115418871e+01,2.0373059990e+00,7.218405e-07
7.2184410887e+07,1.9287072068e+01,2.0371106348e+00,8.663864e-07
7.2409132491e+07,1.9217459160e+01,2.0368896392e+00,9.261325e-07
7.2593853693e+07,1.9041738087e+01,2.0367208363e+00,8.001374e-07
7.2818574897e+07,1.9281497776e+01,2.0365122697e+00,1.019348e-07
7.3003296500e+07,1.9197818678e+01,2.0363437901e+00,8.637200e-07
7.3188017702e+07,1.9153147308e+01,2.0361785498e+00,6.201525e-07
